transaction_date,card_name,customer_id,account_number,merchant_name,mcc_code,transaction_amount
11/23/2021,Citi PremierMiles,C149632,A1234000102,PharmEasy,4511,29.4
10/10/2021,Citi PremierMiles,C193419,A1234000102,Zara,6012,41.1
4/24/2021,Citi PremierMiles,C108771,A1234000102,Google Play,4121,46.94
6/19/2021,Citi PremierMiles,C139748,A1234000102,Zomato,5732,91.8
7/9/2021,Citi PremierMiles,C160360,A1234000102,BookMyShow,5655,98.49
11/16/2021,Citi PremierMiles,C187745,A1234000102,Nike,5732,56.42
9/15/2021,Citi PremierMiles,C196464,A1234000102,BPCL,5912,73.4
10/9/2021,Citi PremierMiles,C105892,A1234000102,IndianOil,5411,67.11
6/11/2021,Citi PremierMiles,C121177,A1234000102,Singapore Airlines,4121,88.3
9/10/2021,Citi PremierMiles,C112394,A1234000102,MakeMyTrip,5944,19.8
1/26/2021,Citi PremierMiles,C119700,A1234000102,HPCL,5816,61.1
12/8/2021,Citi PremierMiles,C191311,A1234000102,1mg,5311,83.55
12/24/2021,Citi PremierMiles,C148846,A1234000102,H&M,5651,80.45
2/18/2021,Citi PremierMiles,C130669,A1234000102,Croma,4722,79.8
4/30/2021,Citi PremierMiles,C155112,A1234000102,AJIO,4112,99.3
6/12/2021,Citi PremierMiles,C118399,A1234000102,Flipkart,7011,12.58
8/5/2021,Citi PremierMiles,C171713,A1234000102,ITC Hotels,5411,19.6
4/10/2021,Citi PremierMiles,C109084,A1234000102,Airbnb,7011,23.95
4/18/2021,Citi PremierMiles,C158146,A1234000102,Decathlon,5651,62.85
8/26/2021,Citi PremierMiles,C175084,A1234000102,Airbnb,5814,49.2
12/12/2021,Citi PremierMiles,C123959,A1234000102,Reliance Fresh,5812,15.8
11/13/2021,Citi PremierMiles,C187631,A1234000102,Taj Hotels,4511,35.4
8/24/2021,Citi PremierMiles,C118554,A1234000102,Reliance Fresh,5541,45.6
9/29/2021,Citi PremierMiles,C130261,A1234000102,Myntra,4121,56.03
10/28/2021,Citi PremierMiles,C138143,A1234000102,PVR Cinemas,5311,78.76
1/31/2021,Citi PremierMiles,C145898,A1234000102,McDonald's,5812,54.5
11/25/2021,Citi PremierMiles,C140250,A1234000102,Decathlon,5944,85.13
6/9/2021,Citi PremierMiles,C142373,A1234000102,Uber,5311,59.2
7/29/2021,Citi PremierMiles,C173128,A1234000102,Flipkart,5541,42.5
5/19/2021,Citi PremierMiles,C151526,A1234000102,Shell,5411,83.34
9/17/2021,Citi PremierMiles,C131957,A1234000102,Singapore Airlines,5411,27
2/25/2021,Citi PremierMiles,C196466,A1234000102,Vistara,7832,90.9
2/11/2021,Citi PremierMiles,C108958,A1234000102,Tanishq,5944,71.3
8/3/2021,Citi PremierMiles,C159056,A1234000102,Vistara,7011,96.75
7/6/2021,Citi PremierMiles,C141572,A1234000102,Zomato,5541,29.1
12/25/2021,Citi PremierMiles,C138403,A1234000102,AJIO,5912,31.18
4/23/2021,Citi PremierMiles,C155145,A1234000102,IndianOil,5655,51.5
10/13/2021,Citi PremierMiles,C199998,A1234000102,Taj Hotels,5912,23.5
12/23/2021,Citi PremierMiles,C112342,A1234000102,Croma,7832,13.6
7/7/2021,Citi PremierMiles,C170643,A1234000102,ITC Hotels,5311,42.02
12/29/2021,Citi PremierMiles,C199446,A1234000102,PhonePe,5941,78.34
9/3/2021,Citi PremierMiles,C146092,A1234000102,Myntra,5944,90.9
4/30/2021,Citi PremierMiles,C148093,A1234000102,McDonald's,4511,31.2
4/2/2021,Citi PremierMiles,C156804,A1234000102,MakeMyTrip,7832,95.92
12/4/2021,Citi PremierMiles,C109510,A1234000102,Paytm,5651,17.21
9/9/2021,Citi PremierMiles,C190402,A1234000102,BookMyShow,4511,17.1
9/3/2021,Citi PremierMiles,C126424,A1234000102,Zara,4121,74.2
1/22/2021,Citi PremierMiles,C161632,A1234000102,PVR Cinemas,5944,16.17
4/19/2021,Citi PremierMiles,C111893,A1234000102,Amazon,6012,98.32
12/13/2021,Citi PremierMiles,C187147,A1234000102,Big Bazaar,5651,34.95
8/2/2021,Citi PremierMiles,C167532,A1234000102,Singapore Airlines,5651,21.7
11/24/2021,Citi PremierMiles,C159056,A1234000102,Apple,5651,79.92
11/29/2021,Citi PremierMiles,C104152,A1234000102,Yatra,4121,48.4
9/4/2021,Citi PremierMiles,C151721,A1234000102,Qatar Airways,5732,91.9
8/10/2021,Citi PremierMiles,C134688,A1234000102,ITC Hotels,4511,54.81
2/21/2021,Citi PremierMiles,C110836,A1234000102,Google Play,5732,10.73
3/5/2021,Citi PremierMiles,C166928,A1234000102,Qatar Airways,4722,24.9
9/20/2021,Citi PremierMiles,C138442,A1234000102,Zara,4511,19.04
11/8/2021,Citi PremierMiles,C120994,A1234000102,ITC Hotels,5941,26.5
4/20/2021,Citi PremierMiles,C121563,A1234000102,CaratLane,5814,34.62
3/28/2021,Citi PremierMiles,C164061,A1234000102,Shell,7011,16.86
4/10/2021,Citi PremierMiles,C140086,A1234000102,McDonald's,5651,89.97
8/22/2021,Citi PremierMiles,C106993,A1234000102,Apple,5814,71.26
1/22/2021,Citi PremierMiles,C147432,A1234000102,INOX,5655,50.4
6/18/2021,Citi PremierMiles,C138760,A1234000102,Croma,5541,91.77
7/25/2021,Citi PremierMiles,C135790,A1234000102,Domino's,7011,65.7
4/20/2021,Citi PremierMiles,C183962,A1234000102,Shell,4121,72.03
10/25/2021,Citi PremierMiles,C130280,A1234000102,Zomato,4722,74.8
10/20/2021,Citi PremierMiles,C158005,A1234000102,Croma,5411,49.99
4/28/2021,Citi PremierMiles,C182786,A1234000102,IndiGo,4722,36.68
9/4/2021,Citi PremierMiles,C168971,A1234000102,Google Play,5812,90.7
5/19/2021,Citi PremierMiles,C192218,A1234000102,Emirates,5816,43.6
10/1/2021,Citi PremierMiles,C180941,A1234000102,Nike,5944,49.7
10/25/2021,Citi PremierMiles,C101706,A1234000102,Airbnb,5651,35.14
7/4/2021,Citi PremierMiles,C154030,A1234000102,Booking.com,5912,60.38
2/19/2021,Citi PremierMiles,C119864,A1234000102,Booking.com,5912,59
7/6/2021,Citi PremierMiles,C120091,A1234000102,Apollo Pharmacy,7011,49.28
1/2/2021,Citi PremierMiles,C137474,A1234000102,PharmEasy,5541,42.1
5/14/2021,Citi PremierMiles,C107641,A1234000102,1mg,5411,59.29
6/14/2021,Citi PremierMiles,C164379,A1234000102,Croma,5814,44.76
6/2/2021,Citi PremierMiles,C188702,A1234000102,BookMyShow,7832,80.89
10/31/2021,Citi PremierMiles,C138215,A1234000102,Paytm,5311,24
3/21/2021,Citi PremierMiles,C162912,A1234000102,Swiggy,4511,75.55
5/30/2021,Citi PremierMiles,C103255,A1234000102,Taj Hotels,4511,29
5/22/2021,Citi PremierMiles,C139400,A1234000102,BookMyShow,6012,94.8
1/18/2021,Citi PremierMiles,C189566,A1234000102,Vijay Sales,5912,45
1/21/2021,Citi PremierMiles,C170828,A1234000102,Croma,4722,39.5
11/6/2021,Citi PremierMiles,C104645,A1234000102,Marriott,4112,92
6/2/2021,Citi PremierMiles,C129159,A1234000102,McDonald's,5651,14.31
9/7/2021,Citi PremierMiles,C126762,A1234000102,Vistara,7011,99
3/13/2021,Citi PremierMiles,C158699,A1234000102,Apple,4511,94.5
6/26/2021,Citi PremierMiles,C184680,A1234000102,Nike,5812,70.5
11/21/2021,Citi PremierMiles,C138886,A1234000102,Big Bazaar,5651,61.8
11/2/2021,Citi PremierMiles,C154798,A1234000102,CaratLane,4121,57.7
1/21/2021,Citi PremierMiles,C138447,A1234000102,IndiGo,7011,17.59
6/22/2021,Citi PremierMiles,C194386,A1234000102,IndianOil,5541,18.26
1/19/2021,Citi PremierMiles,C104516,A1234000102,H&M,7011,72.84
12/1/2021,Citi PremierMiles,C169023,A1234000102,CaratLane,4511,97.17
11/20/2021,Citi PremierMiles,C195748,A1234000102,Uber,4722,56.4
8/6/2021,Citi PremierMiles,C199314,A1234000102,Malabar Gold,7011,10.09
1/21/2021,Citi PremierMiles,C107452,A1234000102,PhonePe,7011,85.42
5/23/2021,Citi PremierMiles,C145804,A1234000102,Rapido,5541,85.57
1/19/2021,Citi PremierMiles,C100457,A1234000102,Croma,5411,40.6
10/12/2021,Citi PremierMiles,C109196,A1234000102,Decathlon,5944,71.9
11/13/2021,Citi PremierMiles,C174319,A1234000102,Flipkart,5655,22.9
3/29/2021,Citi PremierMiles,C166182,A1234000102,IRCTC,5941,24.9
6/13/2021,Citi PremierMiles,C185886,A1234000102,McDonald's,4722,74.73
5/12/2021,Citi PremierMiles,C177338,A1234000102,MakeMyTrip,5912,56.4
1/26/2021,Citi PremierMiles,C187598,A1234000102,Apple,4511,63.59
9/11/2021,Citi PremierMiles,C109151,A1234000102,PhonePe,5732,57.6
2/20/2021,Citi PremierMiles,C133776,A1234000102,IndianOil,5541,95.6
10/20/2021,Citi PremierMiles,C123568,A1234000102,Emirates,5651,81.76
1/15/2021,Citi PremierMiles,C158472,A1234000102,Amazon,5816,91.8
5/1/2021,Citi PremierMiles,C122587,A1234000102,Vistara,5541,36.53
1/6/2021,Citi PremierMiles,C122771,A1234000102,IndianOil,4121,99.1
9/19/2021,Citi PremierMiles,C159013,A1234000102,ITC Hotels,5732,84.5
5/30/2021,Citi PremierMiles,C126449,A1234000102,INOX,5655,19.06
2/2/2021,Citi PremierMiles,C191748,A1234000102,BookMyShow,5814,17.93
1/1/2021,Citi PremierMiles,C141623,A1234000102,Big Bazaar,4511,27.43
8/7/2021,Citi PremierMiles,C133145,A1234000102,Qatar Airways,4511,40.6
3/23/2021,Citi PremierMiles,C134424,A1234000102,Apple,5411,29.97
9/22/2021,Citi PremierMiles,C131832,A1234000102,Emirates,5941,14.7
7/25/2021,Citi PremierMiles,C111888,A1234000102,Ola,5816,50.49
